#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_JTFH01001143v1_decoy	1	1235	197	1142	92.4696	21.8057	255	49.9
chrUn_JTFH01001144v1_decoy	1	1235	733	1235	100	77.5425	255	23.2
chrUn_JTFH01001145v1_decoy	1	1233	384	1230	99.7567	45.0341	255	10.7
chrUn_JTFH01001146v1_decoy	1	1232	376	1232	100	44.9821	255	24.6
chrUn_JTFH01001147v1_decoy	1	1230	633	1227	99.7561	76.6911	255	37.8
chrUn_JTFH01001148v1_decoy	1	1226	636	1226	100	74.7577	255	25.9
chrUn_JTFH01001149v1_decoy	1	1223	13	238	19.4603	1.23712	255	1.85
chrUn_JTFH01001150v1_decoy	1	1214	229	1194	98.3526	25.9852	255	25.1
chrUn_JTFH01001151v1_decoy	1	1213	360	954	78.648	39.9662	255	32.2
chrUn_JTFH01001152v1_decoy	1	1211	256	1209	99.8348	23.2783	255	27.8
chrUn_JTFH01001153v1_decoy	1	1209	272	1209	100	33.1671	255	40.6
chrUn_JTFH01001154v1_decoy	1	1202	3	100	8.31947	0.202995	255	13.7
chrUn_JTFH01001155v1_decoy	1	1199	361	1199	100	43.7106	255	40.7
chrUn_JTFH01001156v1_decoy	1	1197	196	1133	94.6533	23.8154	255	34.7
chrUn_JTFH01001157v1_decoy	1	1193	336	1182	99.078	36.0511	255	21.3
chrUn_JTFH01001159v1_decoy	1	1187	173	1187	100	21.7784	255	16.3
chrUn_JTFH01001160v1_decoy	1	1186	210	1171	98.7352	22.4444	255	0.0381
chrUn_JTFH01001161v1_decoy	1	1184	228	1145	96.7061	28.6453	255	3.23
chrUn_JTFH01001162v1_decoy	1	1184	110	1179	99.5777	11.9231	255	6.96
chrUn_JTFH01001163v1_decoy	1	1182	71	766	64.8054	8.26058	255	1.99
chrUn_JTFH01001164v1_decoy	1	1179	348	1179	100	42.4402	255	3.84
chrUn_JTFH01001165v1_decoy	1	1173	3	162	13.8107	0.205456	255	1.33
chrUn_JTFH01001166v1_decoy	1	1169	785	1167	99.8289	99.4756	255	5.23
chrUn_JTFH01001167v1_decoy	1	1167	515	1167	100	61.7592	255	29.3
chrUn_JTFH01001168v1_decoy	1	1166	271	1154	98.9708	30.3748	255	21.6
chrUn_JTFH01001169v1_decoy	1	1165	1	150	12.8755	0.128755	255	0
chrUn_JTFH01001171v1_decoy	1	1163	64	1160	99.742	8.25365	255	0.172
chrUn_JTFH01001172v1_decoy	1	1158	418	1158	100	49.2176	255	30.7
chrUn_JTFH01001173v1_decoy	1	1158	203	1069	92.3143	25.5406	255	0
chrUn_JTFH01001174v1_decoy	1	1157	82	1150	99.395	10.5056	255	0
chrUn_JTFH01001175v1_decoy	1	1157	299	1157	100	36.9481	255	1.65
chrUn_JTFH01001176v1_decoy	1	1157	837	1157	100	103.829	255	21.7
chrUn_JTFH01001178v1_decoy	1	1154	20	769	66.6378	2.47054	255	0.7
chrUn_JTFH01001179v1_decoy	1	1149	66	1034	89.9913	8.21671	255	0
chrUn_JTFH01001180v1_decoy	1	1148	382	1100	95.8188	48.1263	255	22
chrUn_JTFH01001181v1_decoy	1	1148	166	1148	100	12.7474	255	9
chrUn_JTFH01001182v1_decoy	1	1146	171	1144	99.8255	20.7513	255	27.7
chrUn_JTFH01001183v1_decoy	1	1144	84	878	76.7483	8.68881	255	1.21
chrUn_JTFH01001184v1_decoy	1	1140	508	1140	100	63.514	255	36.7
chrUn_JTFH01001185v1_decoy	1	1136	95	1126	99.1197	10.9252	255	23.8
chrUn_JTFH01001187v1_decoy	1	1133	1114	1133	100	141.57	255	39.2
chrUn_JTFH01001188v1_decoy	1	1129	407	1126	99.7343	51.5979	255	17.7
chrUn_JTFH01001189v1_decoy	1	1127	583	1127	100	76.8767	255	21.2
chrUn_JTFH01001191v1_decoy	1	1118	709	1118	100	82.7129	255	16.5
chrUn_JTFH01001192v1_decoy	1	1110	649	1109	99.9099	83.9784	255	12.2
chrUn_JTFH01001193v1_decoy	1	1104	1096	1103	99.9094	141.299	255	31.7
chrUn_JTFH01001194v1_decoy	1	1104	369	1104	100	47.9348	255	43.1
chrUn_JTFH01001195v1_decoy	1	1101	357	1101	100	43.4923	255	29.4
chrUn_JTFH01001196v1_decoy	1	1098	47	1009	91.8944	6.2878	255	0.17
chrUn_JTFH01001197v1_decoy	1	1096	151	1094	99.8175	18.3777	255	13.8
chrUn_JTFH01001198v1_decoy	1	1094	152	803	73.4004	19.6426	255	52.3
chrUn_JTFH01001199v1_decoy	1	1091	243	1090	99.9083	29.6939	255	5.61
chrUn_JTFH01001200v1_decoy	1	1089	239	1066	97.888	32.8099	255	31
chrUn_JTFH01001201v1_decoy	1	1086	2	34	3.13076	0.0589319	255	10
chrUn_JTFH01001202v1_decoy	1	1085	196	950	87.5576	25.612	255	9.2
chrUn_JTFH01001203v1_decoy	1	1084	518	1083	99.9077	69.4354	255	38.5
chrUn_JTFH01001204v1_decoy	1	1083	556	1083	100	69.615	255	21.7
chrUn_JTFH01001205v1_decoy	1	1083	201	1009	93.1671	27.06	255	6.71
chrUn_JTFH01001206v1_decoy	1	1079	551	1079	100	69.3865	255	31.8
chrUn_JTFH01001207v1_decoy	1	1076	625	1076	100	85.3717	255	1.81
chrUn_JTFH01001208v1_decoy	1	1069	598	1069	100	82.927	255	42.4
chrUn_JTFH01001209v1_decoy	1	1068	1	148	13.8577	0.138577	255	0
chrUn_JTFH01001210v1_decoy	1	1067	233	1066	99.9063	27.9306	255	18.8
chrUn_JTFH01001211v1_decoy	1	1067	152	1067	100	21.1275	255	33.5
chrUn_JTFH01001212v1_decoy	1	1067	571	1067	100	79.3599	255	34
chrUn_JTFH01001213v1_decoy	1	1063	166	1030	96.8956	18.2963	255	2.01
chrUn_JTFH01001214v1_decoy	1	1062	599	1062	100	75.484	255	12
chrUn_JTFH01001215v1_decoy	1	1059	371	1059	100	49.9622	255	0.0593
chrUn_JTFH01001216v1_decoy	1	1058	510	1054	99.6219	68.4745	255	38.2
chrUn_JTFH01001217v1_decoy	1	1058	369	1057	99.9055	52.1418	255	32.7
chrUn_JTFH01001218v1_decoy	1	1055	246	1042	98.7678	29.8199	255	1.68
chrUn_JTFH01001219v1_decoy	1	1054	141	1047	99.3359	19.7097	255	18
chrUn_JTFH01001221v1_decoy	1	1053	37	577	54.7958	5.21937	255	14.5
chrUn_JTFH01001223v1_decoy	1	1052	1044	1052	100	139.956	255	53.2
chrUn_JTFH01001224v1_decoy	1	1051	10	328	31.2084	1.0019	255	1.4
chrUn_JTFH01001225v1_decoy	1	1049	175	1039	99.0467	23.9542	255	29
chrUn_JTFH01001226v1_decoy	1	1047	205	1047	100	28.8214	255	33.6
chrUn_JTFH01001227v1_decoy	1	1044	194	1039	99.5211	26.1102	255	22.1
chrUn_JTFH01001228v1_decoy	1	1043	273	1025	98.2742	39.2234	255	37.9
chrUn_JTFH01001229v1_decoy	1	1043	349	1043	100	43.4516	255	15.5
chrUn_JTFH01001230v1_decoy	1	1042	166	1042	100	22.904	255	13.5
chrUn_JTFH01001231v1_decoy	1	1042	70	930	89.2514	10.0681	255	11.9
chrUn_JTFH01001233v1_decoy	1	1040	321	1040	100	45.351	255	30.9
chrUn_JTFH01001234v1_decoy	1	1039	201	1039	100	28.0693	255	34.8
chrUn_JTFH01001235v1_decoy	1	1038	64	264	25.4335	8.96435	255	8.02
chrUn_JTFH01001236v1_decoy	1	1037	98	1036	99.9036	13.6943	255	0
chrUn_JTFH01001237v1_decoy	1	1037	218	1037	100	31.0154	255	33.5
chrUn_JTFH01001238v1_decoy	1	1035	1007	1035	100	136.673	255	6.45
chrUn_JTFH01001239v1_decoy	1	1027	299	1027	100	42.925	255	37.3
chrUn_JTFH01001240v1_decoy	1	1021	69	972	95.2008	8.04995	255	0.377
chrUn_JTFH01001241v1_decoy	1	1021	217	1012	99.1185	29.669	255	36.1
chrUn_JTFH01001242v1_decoy	1	1019	674	1017	99.8037	88.6457	255	32.5
chrUn_JTFH01001243v1_decoy	1	1019	1182	1019	100	166.587	255	27.7
chrUn_JTFH01001244v1_decoy	1	1016	94	983	96.752	13.7175	255	14.5
chrUn_JTFH01001245v1_decoy	1	1014	54	909	89.645	7.85996	255	0
chrUn_JTFH01001246v1_decoy	1	1013	61	983	97.0385	7.85884	255	0.721
chrUn_JTFH01001247v1_decoy	1	1009	73	991	98.2161	10.8444	255	0
chrUn_JTFH01001248v1_decoy	1	1008	36	592	58.7302	5.10615	255	8.53
chrUn_JTFH01001249v1_decoy	1	1007	249	1005	99.8014	36.8103	255	14.8
chrUn_JTFH01001250v1_decoy	1	1004	100	973	96.9124	14.247	255	1.43
chrUn_JTFH01001251v1_decoy	1	1004	297	1004	100	43.3416	255	41.9
chrUn_JTFH01001252v1_decoy	1	1003	404	1003	100	54.5793	255	23.7
chrUn_JTFH01001253v1_decoy	1	1001	70	1001	100	9.6034	255	17.3
chrUn_JTFH01001255v1_decoy	1	1000	359	1000	100	53.148	255	36.6
chrUn_JTFH01001256v1_decoy	1	1000	48	981	98.1	5.89	255	0.0417
chrUn_JTFH01001257v1_decoy	1	17929	2061	17907	99.8773	16.3722	255	53.5
chrUn_JTFH01001258v1_decoy	1	9749	12	71	0.72828	0.0417479	255	0.333
chrUn_JTFH01001259v1_decoy	1	8053	692	7747	96.2002	12.828	255	52.4
chrUn_JTFH01001262v1_decoy	1	5691	106	3766	66.1747	2.3741	255	3.73
chrUn_JTFH01001263v1_decoy	1	5444	418	5393	99.0632	10.4796	255	21.5
chrUn_JTFH01001265v1_decoy	1	4990	525	4985	99.8998	15.7713	255	59.7
chrUn_JTFH01001266v1_decoy	1	4545	393	4509	99.2079	12.9615	255	59.7
chrUn_JTFH01001268v1_decoy	1	4202	1	37	0.880533	0.00880533	255	0
chrUn_JTFH01001269v1_decoy	1	4195	848	4195	100	30.2791	255	59.8
chrUn_JTFH01001270v1_decoy	1	3807	420	3807	100	16.3964	255	57.8
chrUn_JTFH01001271v1_decoy	1	3741	2723	3741	100	75.4159	255	22.4
chrUn_JTFH01001274v1_decoy	1	3531	714	3531	100	30.1147	255	59.2
chrUn_JTFH01001275v1_decoy	1	3455	289	3455	100	12.459	255	59.3
chrUn_JTFH01001276v1_decoy	1	3411	328	3411	100	14.3911	255	58.1
chrUn_JTFH01001278v1_decoy	1	3358	2	126	3.75223	0.0375223	255	5
chrUn_JTFH01001279v1_decoy	1	3285	319	3285	100	14.5029	255	58.3
chrUn_JTFH01001280v1_decoy	1	3273	254	3257	99.5112	11.2585	255	36.7
chrUn_JTFH01001281v1_decoy	1	3262	13	417	12.7836	0.427652	255	0
chrUn_JTFH01001282v1_decoy	1	3259	562	3224	98.9261	22.4965	255	57.7
chrUn_JTFH01001284v1_decoy	1	3127	727	3127	100	34.7614	255	59.5
chrUn_JTFH01001286v1_decoy	1	3104	1	55	1.77191	0.0177191	255	0
chrUn_JTFH01001287v1_decoy	1	3071	1	30	0.97688	0.0097688	255	0
chrUn_JTFH01001289v1_decoy	1	3059	243	3042	99.4443	11.7251	255	40.5
chrUn_JTFH01001290v1_decoy	1	2990	338	2990	100	16.8495	255	59.5
chrUn_JTFH01001291v1_decoy	1	2986	1366	2986	100	67.4464	255	51.3
chrUn_JTFH01001293v1_decoy	1	2922	3	167	5.71526	0.0571526	255	18.3
chrUn_JTFH01001294v1_decoy	1	2875	624	2875	100	31.9523	255	57.3
chrUn_JTFH01001295v1_decoy	1	2859	69	2805	98.1112	3.52781	255	39.5
chrUn_JTFH01001296v1_decoy	1	2850	74	2779	97.5088	3.89439	255	6.92
chrUn_JTFH01001297v1_decoy	1	2813	1118	2813	100	55.4874	255	33.6
chrUn_JTFH01001298v1_decoy	1	2785	552	2785	100	29.1379	255	59.2
chrUn_JTFH01001301v1_decoy	1	2658	578	2642	99.398	31.7592	255	58.3
chrUn_JTFH01001302v1_decoy	1	2643	258	2643	100	14.6137	255	55.4
chrUn_JTFH01001304v1_decoy	1	2605	531	2602	99.8848	30.5094	255	59.6
chrUn_JTFH01001305v1_decoy	1	2583	2671	2583	100	147.178	255	25.2
chrUn_JTFH01001306v1_decoy	1	2534	373	2508	98.974	22.0166	255	38.9
chrUn_JTFH01001308v1_decoy	1	2500	2	212	8.48	0.0848	255	0
chrUn_JTFH01001309v1_decoy	1	2481	182	2403	96.8561	10.9198	255	39.4
chrUn_JTFH01001310v1_decoy	1	2478	971	2478	100	58.7401	255	53.9
chrUn_JTFH01001312v1_decoy	1	2467	509	2466	99.9595	30.3364	255	49.3
chrUn_JTFH01001313v1_decoy	1	2442	269	2227	91.1957	16.2932	255	30
chrUn_JTFH01001315v1_decoy	1	2417	350	2373	98.1796	21.3666	255	43.1
chrUn_JTFH01001316v1_decoy	1	2408	53	1552	64.4518	3.11296	255	2.36
chrUn_JTFH01001317v1_decoy	1	2395	45920	2395	100	2757.27	255	5.06
chrUn_JTFH01001318v1_decoy	1	2352	331	2351	99.9575	21.0553	255	33.4
chrUn_JTFH01001319v1_decoy	1	2337	55195	2337	100	3345.94	255	6.04
chrUn_JTFH01001320v1_decoy	1	2322	685	2322	100	43.8829	255	53.6
chrUn_JTFH01001321v1_decoy	1	2307	228	2306	99.9567	14.8088	255	58.5
chrUn_JTFH01001322v1_decoy	1	2306	10	430	18.647	0.38595	255	10.3
chrUn_JTFH01001323v1_decoy	1	2292	495	2275	99.2583	32.1051	255	58.8
chrUn_JTFH01001324v1_decoy	1	2271	187	2248	98.9872	12.31	255	49.7
chrUn_JTFH01001325v1_decoy	1	2265	188	2218	97.9249	11.6177	255	50.4
chrUn_JTFH01001326v1_decoy	1	2260	184	2210	97.7876	12.1934	255	59.5
chrUn_JTFH01001328v1_decoy	1	2238	418	2238	100	23.4732	255	51.5
chrUn_JTFH01001329v1_decoy	1	2228	373	2173	97.5314	25.0386	255	55.6
chrUn_JTFH01001330v1_decoy	1	2215	444	2213	99.9097	29.4361	255	57.8
chrUn_JTFH01001331v1_decoy	1	2205	146	2157	97.8231	9.55238	255	11.5
chrUn_JTFH01001332v1_decoy	1	2191	32933	2191	100	2185.86	255	8.59
chrUn_JTFH01001333v1_decoy	1	2191	417	2191	100	28.0895	255	59.5
chrUn_JTFH01001335v1_decoy	1	2184	368	2177	99.6795	22.902	255	33.4
chrUn_JTFH01001336v1_decoy	1	2166	17834	2166	100	1154.99	255	6.36
chrUn_JTFH01001337v1_decoy	1	2165	15318	2165	100	989.665	255	6.31
chrUn_JTFH01001338v1_decoy	1	2162	459	2162	100	31.2317	255	58.8
chrUn_JTFH01001339v1_decoy	1	2146	67	985	45.8993	4.15424	255	19.8
chrUn_JTFH01001340v1_decoy	1	2116	249	2026	95.7467	17.638	255	59.8
chrUn_JTFH01001342v1_decoy	1	2108	26	787	37.334	1.83159	255	0
chrUn_JTFH01001343v1_decoy	1	2106	927	2106	100	65.4307	255	50
chrUn_JTFH01001344v1_decoy	1	2106	198	2106	100	13.7602	255	57
chrUn_JTFH01001345v1_decoy	1	2106	2656	2106	100	159.383	255	24.2
chrUn_JTFH01001346v1_decoy	1	2097	2	98	4.67334	0.0791607	255	0
chrUn_JTFH01001347v1_decoy	1	2081	225	2030	97.5493	15.89	255	58.4
chrUn_JTFH01001348v1_decoy	1	2058	497	2058	100	30.878	255	52.1
chrUn_JTFH01001349v1_decoy	1	2055	335	2055	100	24.3961	255	58.2
chrUn_JTFH01001350v1_decoy	1	2054	189	2054	100	13.7663	255	59.4
chrUn_JTFH01001351v1_decoy	1	2037	462	2036	99.9509	33.0167	255	58.5
chrUn_JTFH01001352v1_decoy	1	2032	3	145	7.13583	0.0733268	255	3
chrUn_JTFH01001353v1_decoy	1	2032	1098	2032	100	77.2594	255	36.7
chrUn_JTFH01001354v1_decoy	1	2020	194	2020	100	14.1376	255	59.3
chrUn_JTFH01001355v1_decoy	1	2018	13	178	8.82061	0.824579	255	46.2
chrUn_JTFH01001358v1_decoy	1	2001	212	1919	95.902	11.2194	255	11.5
chrUn_JTFH01001360v1_decoy	1	1990	305	1990	100	22.4281	255	35.2
chrUn_JTFH01001361v1_decoy	1	1983	99	1842	92.8896	7.12758	255	8.38
chrUn_JTFH01001362v1_decoy	1	1981	456	1981	100	33.6174	255	58.1
chrUn_JTFH01001363v1_decoy	1	1981	213	1965	99.1923	16.0631	255	58.5
chrUn_JTFH01001364v1_decoy	1	1979	200	1979	100	15.0526	255	52.8
chrUn_JTFH01001365v1_decoy	1	1963	344	1962	99.9491	20.7427	255	58.7
chrUn_JTFH01001367v1_decoy	1	1929	335	1929	100	25.9295	255	50.2
chrUn_JTFH01001368v1_decoy	1	1881	710	1881	100	56.4912	255	54.7
chrUn_JTFH01001369v1_decoy	1	1874	330	1874	100	26.3271	255	59.5
chrUn_JTFH01001371v1_decoy	1	1849	86	1608	86.9659	6.01244	255	30.6
chrUn_JTFH01001372v1_decoy	1	1833	123	1826	99.6181	10.0442	255	51.1
chrUn_JTFH01001373v1_decoy	1	1832	340	1812	98.9083	27.5453	255	58.2
chrUn_JTFH01001374v1_decoy	1	1826	2869	1826	100	201.623	255	35.3
chrUn_JTFH01001375v1_decoy	1	1814	8605	1766	97.3539	686.348	255	8.4
chrUn_JTFH01001376v1_decoy	1	1814	186	1812	99.8897	14.8545	255	57.7
chrUn_JTFH01001377v1_decoy	1	1791	1266	1791	100	102.133	255	33.3
chrUn_JTFH01001378v1_decoy	1	1789	113	958	53.5495	9.02124	255	15.7
chrUn_JTFH01001380v1_decoy	1	1778	1	35	1.9685	0.019685	255	5
chrUn_JTFH01001381v1_decoy	1	1776	87	1664	93.6937	6.2089	255	18.5
chrUn_JTFH01001382v1_decoy	1	1762	81	1749	99.2622	6.89557	255	6.1
chrUn_JTFH01001384v1_decoy	1	1757	1	33	1.8782	0.018782	255	21
chrUn_JTFH01001385v1_decoy	1	1754	132	1535	87.5143	10.8392	255	40.7
chrUn_JTFH01001386v1_decoy	1	1752	403	1752	100	33.2323	255	57.6
chrUn_JTFH01001387v1_decoy	1	1751	5713	1751	100	413.519	255	16.5
chrUn_JTFH01001388v1_decoy	1	1749	689	1749	100	58.8931	255	51.4
chrUn_JTFH01001390v1_decoy	1	1729	28801	1729	100	2323.62	255	4.98
chrUn_JTFH01001391v1_decoy	1	1726	799	1726	100	66.2225	255	35
chrUn_JTFH01001392v1_decoy	1	1716	312	1716	100	27.2348	255	58.1
chrUn_JTFH01001393v1_decoy	1	1712	113	1673	97.722	9.86507	255	57.4
chrUn_JTFH01001394v1_decoy	1	1711	1346	1711	100	110.853	255	31.8
chrUn_JTFH01001395v1_decoy	1	1703	148	1703	100	13.0059	255	57.5
chrUn_JTFH01001396v1_decoy	1	1702	1	92	5.40541	0.0540541	255	0
chrUn_JTFH01001397v1_decoy	1	1699	83	1525	89.7587	6.61036	255	48.9
chrUn_JTFH01001398v1_decoy	1	1686	688	1685	99.9407	58.1785	255	25.3
chrUn_JTFH01001399v1_decoy	1	1684	1332	1684	100	81.785	255	35.2
chrUn_JTFH01001400v1_decoy	1	1680	295	1553	92.4405	26.3006	255	57.9
chrUn_JTFH01001401v1_decoy	1	1678	212	1675	99.8212	18.416	255	59
chrUn_JTFH01001402v1_decoy	1	1678	170	1678	100	15.1287	255	59.6
chrUn_JTFH01001403v1_decoy	1	1677	276	1677	100	24.1676	255	58.8
chrUn_JTFH01001405v1_decoy	1	1672	54837	1672	100	4701.48	255	4.07
chrUn_JTFH01001407v1_decoy	1	1668	41	1227	73.5612	3.68465	255	0.146
chrUn_JTFH01001408v1_decoy	1	1663	44	1235	74.2634	3.15935	255	7.8
chrUn_JTFH01001410v1_decoy	1	1660	292	1660	100	26.2548	255	59.3
chrUn_JTFH01001411v1_decoy	1	1658	326	1658	100	29.3685	255	59.2
chrUn_JTFH01001412v1_decoy	1	1656	153	1631	98.4903	13.7234	255	19.4
chrUn_JTFH01001413v1_decoy	1	1656	21	999	60.3261	1.86775	255	2.57
chrUn_JTFH01001414v1_decoy	1	1652	1	141	8.53511	0.0853511	255	0
chrUn_JTFH01001416v1_decoy	1	1645	778	1645	100	70.6219	255	41.2
chrUn_JTFH01001417v1_decoy	1	1641	72	1641	100	6.18342	255	53.2
chrUn_JTFH01001418v1_decoy	1	1638	710	1638	100	64.8028	255	49.8
chrUn_JTFH01001420v1_decoy	1	1626	110	1588	97.663	9.98339	255	12.2
chrUn_JTFH01001421v1_decoy	1	1614	138	1575	97.5836	12.6927	255	58.4
chrUn_JTFH01001423v1_decoy	1	1605	2	134	8.34891	0.0834891	255	1.5
chrUn_JTFH01001424v1_decoy	1	1603	1032	1603	100	91.4803	255	38.6
chrUn_JTFH01001425v1_decoy	1	1599	276	1599	100	25.1313	255	52.9
chrUn_JTFH01001428v1_decoy	1	1585	1	35	2.2082	0.022082	255	16
chrUn_JTFH01001429v1_decoy	1	1584	150	1584	100	14.1806	255	56.8
chrUn_JTFH01001430v1_decoy	1	1584	10228	1584	100	947.968	255	7.21
chrUn_JTFH01001431v1_decoy	1	1580	1	35	2.21519	0.0221519	255	0
chrUn_JTFH01001432v1_decoy	1	1572	446	1572	100	42.3963	255	49.8
chrUn_JTFH01001433v1_decoy	1	1570	63715	1562	99.4904	5782.96	255	5.08
chrUn_JTFH01001434v1_decoy	1	1569	168	1569	100	15.8827	255	58.5
chrUn_JTFH01001435v1_decoy	1	1568	823	1546	98.5969	72.5548	255	19
chrUn_JTFH01001436v1_decoy	1	1567	194	1561	99.6171	18.4257	255	11.4
chrUn_JTFH01001437v1_decoy	1	1565	558	1545	98.722	52.9073	255	20.1
chrUn_JTFH01001438v1_decoy	1	1559	80	1471	94.3554	7.59718	255	22.5
chrUn_JTFH01001439v1_decoy	1	1559	105	1545	99.102	9.67479	255	25.8
chrUn_JTFH01001440v1_decoy	1	1556	3	51	3.27763	0.090617	255	1.33
chrUn_JTFH01001441v1_decoy	1	1554	293	1554	100	28.2143	255	54.3
chrUn_JTFH01001442v1_decoy	1	1549	1	31	2.00129	0.0200129	255	17
chrUn_JTFH01001444v1_decoy	1	1541	502	1540	99.9351	48.5983	255	39.8
chrUn_JTFH01001445v1_decoy	1	1538	115	1536	99.87	10.7256	255	53.7
chrUn_JTFH01001446v1_decoy	1	1537	1819	1537	100	140.031	255	39.1
chrUn_JTFH01001448v1_decoy	1	1530	203	1377	90	18.0569	255	29.6
chrUn_JTFH01001449v1_decoy	1	1528	1	43	2.81414	0.0281414	255	17
chrUn_JTFH01001450v1_decoy	1	1522	139	1511	99.2773	13.6537	255	58.7
chrUn_JTFH01001451v1_decoy	1	1514	39	881	58.1902	2.34412	255	0.59
chrUn_JTFH01001452v1_decoy	1	1509	415	1509	100	28.9364	255	34.7
chrUn_JTFH01001453v1_decoy	1	1507	168	1507	100	13.3013	255	14.1
chrUn_JTFH01001454v1_decoy	1	1500	703	1500	100	68.4507	255	38.4
chrUn_JTFH01001455v1_decoy	1	1499	165	1499	100	16.4583	255	59.2
chrUn_JTFH01001456v1_decoy	1	1499	141	1483	98.9326	13.976	255	49.7
chrUn_JTFH01001457v1_decoy	1	1497	228	1497	100	22.6045	255	45.8
chrUn_JTFH01001458v1_decoy	1	1496	129	1496	100	12.9111	255	54.2
chrUn_JTFH01001459v1_decoy	1	1488	312	1488	100	30.8905	255	52.1
chrUn_JTFH01001460v1_decoy	1	1486	369	1486	100	37.1043	255	51.1
chrUn_JTFH01001461v1_decoy	1	1485	5	305	20.5387	0.492929	255	0
chrUn_JTFH01001462v1_decoy	1	1481	111	1481	100	11.1506	255	41.6
chrUn_JTFH01001463v1_decoy	1	1479	145	1479	100	14.6444	255	59.4
chrUn_JTFH01001464v1_decoy	1	1472	128	1472	100	13.0183	255	59.1
chrUn_JTFH01001465v1_decoy	1	1472	55194	1472	100	5325.76	255	12.7
chrUn_JTFH01001466v1_decoy	1	1470	269	1470	100	27.332	255	59.2
chrUn_JTFH01001467v1_decoy	1	1466	299	1435	97.8854	29.9761	255	59.3
chrUn_JTFH01001468v1_decoy	1	1465	2	46	3.13993	0.0573379	255	2
chrUn_JTFH01001469v1_decoy	1	1461	158	1461	100	16.0274	255	49.5
chrUn_JTFH01001470v1_decoy	1	1458	272	1458	100	27.8759	255	59.3
chrUn_JTFH01001471v1_decoy	1	1457	26	646	44.3377	1.83528	255	11.2
chrUn_JTFH01001472v1_decoy	1	1448	290	1448	100	24.1989	255	58.4
chrUn_JTFH01001473v1_decoy	1	1447	2	87	6.01244	0.0601244	255	1
chrUn_JTFH01001474v1_decoy	1	1444	200	1444	100	16.8982	255	19.1
chrUn_JTFH01001475v1_decoy	1	1443	139	1443	100	13.4602	255	37.8
chrUn_JTFH01001476v1_decoy	1	1443	149	1443	100	15.1296	255	55.4
chrUn_JTFH01001477v1_decoy	1	1438	126	1435	99.7914	13.0327	255	56.4
chrUn_JTFH01001478v1_decoy	1	1432	38732	1432	100	3676.12	255	8.81
chrUn_JTFH01001479v1_decoy	1	1430	35	929	64.965	3.34266	255	6.06
chrUn_JTFH01001480v1_decoy	1	1430	253	1410	98.6014	25.7825	255	31.2
chrUn_JTFH01001481v1_decoy	1	1429	1	38	2.6592	0.026592	255	3
chrUn_JTFH01001483v1_decoy	1	1429	141	1412	98.8104	14.7698	255	58.6
chrUn_JTFH01001486v1_decoy	1	1420	248	1420	100	24.2669	255	55.7
chrUn_JTFH01001487v1_decoy	1	1416	281	1416	100	28.7761	255	58.3
chrUn_JTFH01001488v1_decoy	1	1416	3	170	12.0056	0.120056	255	14.3
chrUn_JTFH01001489v1_decoy	1	1415	381	1076	76.0424	39.8198	255	16.4
chrUn_JTFH01001490v1_decoy	1	1415	69	1289	91.0954	7.13357	255	17.7
chrUn_JTFH01001492v1_decoy	1	1413	81	1121	79.3347	6.68648	255	5.44
chrUn_JTFH01001493v1_decoy	1	1410	13	246	17.4468	0.785106	255	8.69
chrUn_JTFH01001494v1_decoy	1	1405	131	1295	92.1708	13.9651	255	59.6
chrUn_JTFH01001495v1_decoy	1	1402	315	1402	100	32.0471	255	59.2
chrUn_JTFH01001496v1_decoy	1	1398	66	1070	76.5379	6.77253	255	13.7
chrUn_JTFH01001497v1_decoy	1	1397	29	746	53.4001	2.4524	255	6.07
chrUn_JTFH01001498v1_decoy	1	1395	155	1395	100	15.2258	255	57.6
chrUn_JTFH01001500v1_decoy	1	1388	131	1388	100	12.7363	255	17.7
chrUn_JTFH01001502v1_decoy	1	1382	44	1281	92.6918	4.76266	255	0
chrUn_JTFH01001503v1_decoy	1	1381	133	1381	100	14.4113	255	59.8
chrUn_JTFH01001504v1_decoy	1	1379	66	1346	97.607	7.17766	255	0.106
chrUn_JTFH01001505v1_decoy	1	1376	7	295	21.439	0.508721	255	4
chrUn_JTFH01001506v1_decoy	1	1374	44527	1374	100	4508.32	255	16.3
chrUn_JTFH01001507v1_decoy	1	1374	236	1374	100	24.9869	255	58.5
chrUn_JTFH01001508v1_decoy	1	1373	39	1008	73.4159	2.68682	255	2.46
chrUn_JTFH01001509v1_decoy	1	1373	130	1373	100	14.0277	255	59.2
chrUn_JTFH01001510v1_decoy	1	1372	234	1372	100	25.4978	255	59.4
chrUn_JTFH01001511v1_decoy	1	1370	153	1370	100	16.1423	255	51
chrUn_JTFH01001512v1_decoy	1	1367	114175	1367	100	11873.5	255	8.61
chrUn_JTFH01001513v1_decoy	1	1365	140	1361	99.707	15.3033	255	57.4
chrUn_JTFH01001514v1_decoy	1	1364	261	1362	99.8534	26.1972	255	45.1
chrUn_JTFH01001515v1_decoy	1	1361	127	1360	99.9265	13.8905	255	57.6
chrUn_JTFH01001517v1_decoy	1	1355	140	1349	99.5572	15.3225	255	28.6
chrUn_JTFH01001518v1_decoy	1	1355	192	1355	100	19.9491	255	41.3
chrUn_JTFH01001519v1_decoy	1	1354	28	376	27.7696	2.54505	255	17.6
