n_genes_by_counts	total_counts	cellrank_n_genes_by_counts	cellrank_total_counts	cell_index
2116	2719.6812	16124	8056	8056
2151	2719.6758	15317	8057	8057
2416	2719.6365	10359	8058	8058
1624	2719.6067	31174	8059	8059
2409	2719.5874	10454	8060	8060
3122	2719.5398	3992	8061	8061
1800	2719.5173	25158	8062	8062
2104	2719.5112	16392	8063	8063
2624	2719.488	7690	8064	8064
2632	2719.4802	7592	8065	8065
2396	2719.4597	10664	8066	8066
2085	2719.4575	16822	8067	8067
2739	2719.4563	6641	8068	8068
2131	2719.4475	15786	8069	8069
2925	2719.4182	5145	8070	8070
2558	2719.408	8404	8071	8071
2184	2719.3545	14578	8072	8072
2440	2719.32	9980	8073	8073
2353	2719.308	11388	8074	8074
1962	2719.3057	20096	8075	8075
2519	2719.3042	8901	8076	8076
2711	2719.2722	6877	8077	8077
2068	2719.2402	17259	8078	8078
2041	2719.1604	17939	8079	8079
2098	2719.1592	16541	8080	8080
2628	2719.1572	7651	8081	8081
2610	2719.0796	7839	8082	8082
3122	2719.0266	3993	8083	8083
1815	2718.97	24721	8084	8084
1918	2718.9553	21389	8085	8085
2011	2718.953	18732	8086	8086
2361	2718.8948	11218	8087	8087
2413	2718.8643	10390	8088	8088
2289	2718.8618	12461	8089	8089
1912	2718.8276	21580	8090	8090
2009	2718.8193	18769	8091	8091
2694	2718.8098	7015	8092	8092
2530	2718.743	8744	8093	8093
1706	2718.722	28301	8094	8094
1848	2718.719	23576	8095	8095
1948	2718.6965	20492	8096	8096
2887	2718.6558	5447	8097	8097
2536	2718.647	8681	8098	8098
1840	2718.6382	23843	8099	8099
2517	2718.633	8929	8100	8100
2449	2718.6284	9859	8101	8101
2504	2718.6033	9108	8102	8102
1972	2718.6023	19771	8103	8103
1830	2718.5537	24199	8104	8104
2478	2718.51	9451	8105	8105
1995	2718.4932	19174	8106	8106
2263	2718.4888	12978	8107	8107
2175	2718.4585	14771	8108	8108
1756	2718.3965	26671	8109	8109
2723	2718.3782	6771	8110	8110
1888	2718.3057	22277	8111	8111
2081	2718.2966	16909	8112	8112
2875	2718.2925	5525	8113	8113
1808	2718.288	24931	8114	8114
1760	2718.2522	26543	8115	8115
2349	2718.237	11444	8116	8116
2612	2718.2224	7821	8117	8117
1913	2718.2043	21523	8118	8118
2721	2718.1633	6785	8119	8119
2024	2718.1497	18389	8120	8120
2388	2718.1292	10785	8121	8121
2480	2718.0908	9424	8122	8122
3179	2718.083	3720	8123	8123
2149	2718.0396	15368	8124	8124
2311	2718.0242	12093	8125	8125
2466	2718.0042	9598	8126	8126
2426	2717.9941	10187	8127	8127
2329	2717.9736	11787	8128	8128
2348	2717.9683	11482	8129	8129
2291	2717.9353	12426	8130	8130
2231	2717.8923	13619	8131	8131
1924	2717.8865	21200	8132	8132
1910	2717.875	21637	8133	8133
2484	2717.8276	9372	8134	8134
2037	2717.7993	18044	8135	8135
4936	2717.792	876	8136	8136
1829	2717.787	24250	8137	8137
1773	2717.7466	26049	8138	8138
2426	2717.7148	10185	8139	8139
1872	2717.694	22841	8140	8140
2365	2717.6648	11140	8141	8141
2242	2717.65	13385	8142	8142
1911	2717.6042	21592	8143	8143
2168	2717.5981	14939	8144	8144
2219	2717.5957	13860	8145	8145
2076	2717.546	17059	8146	8146
2035	2717.5332	18096	8147	8147
3754	2717.5137	1953	8148	8148
2007	2717.5054	18840	8149	8149
1801	2717.4688	25154	8150	8150
1832	2717.4636	24153	8151	8151
2225	2717.442	13751	8152	8152
2287	2717.408	12515	8153	8153
1746	2717.3906	27001	8154	8154
2461	2717.3674	9669	8155	8155
2141	2717.32	15537	8156	8156
2400	2717.3123	10601	8157	8157
2202	2717.3047	14227	8158	8158
2279	2717.2913	12664	8159	8159
2408	2717.2476	10464	8160	8160
2075	2717.1677	17088	8161	8161
1998	2717.1245	19110	8162	8162
2180	2717.083	14673	8163	8163
1908	2717.0708	21689	8164	8164
2195	2717.0703	14361	8165	8165
2541	2717.0513	8626	8166	8166
2502	2717.0352	9139	8167	8167
1968	2717.0334	19905	8168	8168
2050	2716.9841	17707	8169	8169
1770	2716.9446	26168	8170	8170
2047	2716.921	17782	8171	8171
2272	2716.9055	12808	8172	8172
2742	2716.8503	6604	8173	8173
2664	2716.8423	7282	8174	8174
2800	2716.8018	6110	8175	8175
2341	2716.7952	11583	8176	8176
2630	2716.7754	7619	8177	8177
1894	2716.7717	22092	8178	8178
2132	2716.7502	15767	8179	8179
2701	2716.733	6959	8180	8180
2061	2716.727	17411	8181	8181
1808	2716.7112	24934	8182	8182
1935	2716.6853	20893	8183	8183
1901	2716.681	21889	8184	8184
2132	2716.672	15765	8185	8185
2128	2716.6072	15849	8186	8186
2114	2716.5173	16167	8187	8187
2154	2716.517	15231	8188	8188
1887	2716.5007	22314	8189	8189
1803	2716.4658	25082	8190	8190
2444	2716.4243	9920	8191	8191
1819	2716.4011	24565	8192	8192
2449	2716.385	9853	8193	8193
2111	2716.3335	16238	8194	8194
1888	2716.3308	22284	8195	8195
2248	2716.28	13264	8196	8196
2585	2716.2773	8105	8197	8197
3125	2716.2742	3975	8198	8198
2085	2716.267	16829	8199	8199
2402	2716.2527	10551	8200	8200
2244	2716.222	13342	8201	8201
2109	2716.216	16296	8202	8202
2196	2716.1777	14326	8203	8203
2602	2716.0703	7923	8204	8204
2664	2716.0679	7286	8205	8205
1846	2716.067	23641	8206	8206
2039	2716.058	17984	8207	8207
2638	2716.0574	7524	8208	8208
3217	2716.0505	3549	8209	8209
2488	2716.0264	9322	8210	8210
2404	2716.0188	10513	8211	8211
1916	2716.0034	21448	8212	8212
2417	2715.9934	10355	8213	8213
1954	2715.9817	20321	8214	8214
1956	2715.959	20246	8215	8215
1906	2715.9106	21743	8216	8216
2373	2715.8943	11022	8217	8217
2056	2715.8862	17537	8218	8218
2015	2715.8442	18635	8219	8219
1807	2715.8232	24970	8220	8220
2728	2715.8042	6736	8221	8221
2310	2715.8005	12114	8222	8222
1893	2715.7957	22141	8223	8223
2028	2715.7805	18291	8224	8224
2480	2715.7314	9417	8225	8225
2281	2715.7234	12627	8226	8226
1813	2715.6995	24772	8227	8227
1855	2715.5735	23381	8228	8228
2347	2715.5654	11498	8229	8229
2926	2715.5295	5140	8230	8230
2643	2715.5212	7486	8231	8231
3269	2715.4915	3309	8232	8232
5256	2715.454	740	8233	8233
2131	2715.429	15794	8234	8234
2212	2715.3125	14015	8235	8235
2228	2715.2056	13686	8236	8236
1862	2715.0876	23155	8237	8237
2169	2715.0825	14919	8238	8238
1952	2715.0632	20385	8239	8239
1960	2715.0295	20158	8240	8240
2303	2715.0225	12211	8241	8241
1856	2714.9624	23345	8242	8242
2089	2714.949	16746	8243	8243
1967	2714.8982	19939	8244	8244
2059	2714.8179	17464	8245	8245
1737	2714.81	27289	8246	8246
2194	2714.7751	14381	8247	8247
2165	2714.7625	14999	8248	8248
1805	2714.7463	25032	8249	8249
1896	2714.7417	22057	8250	8250
2126	2714.7383	15897	8251	8251
2387	2714.6917	10808	8252	8252
2786	2714.6675	6221	8253	8253
2175	2714.6523	14782	8254	8254
1672	2714.639	29475	8255	8255
2128	2714.5964	15862	8256	8256
3271	2714.589	3303	8257	8257
2835	2714.5737	5822	8258	8258
2378	2714.5164	10941	8259	8259
2048	2714.4812	17761	8260	8260
2481	2714.475	9415	8261	8261
2709	2714.4102	6893	8262	8262
2197	2714.3198	14313	8263	8263
2718	2714.305	6816	8264	8264
1896	2714.2505	22027	8265	8265
1819	2714.2444	24581	8266	8266
2755	2714.2185	6489	8267	8267
2214	2714.2039	13975	8268	8268
2730	2714.1855	6710	8269	8269
2172	2714.1729	14830	8270	8270
1991	2714.168	19261	8271	8271
1643	2714.1628	30523	8272	8272
2077	2714.0732	17016	8273	8273
1899	2714.0703	21963	8274	8274
2785	2714.0532	6235	8275	8275
1812	2713.9739	24803	8276	8276
2432	2713.972	10097	8277	8277
2591	2713.9673	8052	8278	8278
1946	2713.9624	20558	8279	8279
2289	2713.9585	12457	8280	8280
1864	2713.958	23077	8281	8281
2009	2713.9482	18783	8282	8282
2649	2713.922	7417	8283	8283
3409	2713.902	2805	8284	8284
2363	2713.887	11189	8285	8285
2220	2713.873	13848	8286	8286
2580	2713.8352	8167	8287	8287
1818	2713.8152	24617	8288	8288
1733	2713.7932	27412	8289	8289
2246	2713.7764	13312	8290	8290
2015	2713.7727	18633	8291	8291
1993	2713.7666	19229	8292	8292
2063	2713.6562	17356	8293	8293
2092	2713.6287	16672	8294	8294
2501	2713.6274	9155	8295	8295
4713	2713.6238	999	8296	8296
2517	2713.62	8925	8297	8297
1947	2713.5803	20531	8298	8298
3712	2713.5376	2036	8299	8299
1827	2713.5098	24310	8300	8300
2527	2713.3926	8795	8301	8301
1922	2713.391	21241	8302	8302
2571	2713.3691	8270	8303	8303
2422	2713.3582	10268	8304	8304
2293	2713.3464	12396	8305	8305
2068	2713.3457	17248	8306	8306
1817	2713.3445	24635	8307	8307
2289	2713.3328	12477	8308	8308
2381	2713.3035	10887	8309	8309
2334	2713.2798	11697	8310	8310
1904	2713.2769	21790	8311	8311
1774	2713.1882	26000	8312	8312
2614	2713.158	7794	8313	8313
1847	2713.1558	23610	8314	8314
1932	2713.0898	20974	8315	8315
2214	2713.0715	13962	8316	8316
1836	2713.0542	24004	8317	8317
2292	2713.0396	12399	8318	8318
2201	2712.9795	14252	8319	8319
2503	2712.923	9117	8320	8320
2356	2712.9102	11331	8321	8321
2864	2712.826	5614	8322	8322
2144	2712.8247	15469	8323	8323
1913	2712.7983	21546	8324	8324
2970	2712.798	4810	8325	8325
2133	2712.7244	15722	8326	8326
2367	2712.6812	11118	8327	8327
1879	2712.5686	22622	8328	8328
2355	2712.4575	11356	8329	8329
2072	2712.426	17147	8330	8330
1762	2712.4155	26475	8331	8331
2028	2712.406	18290	8332	8332
2232	2712.3984	13603	8333	8333
1923	2712.3828	21228	8334	8334
2450	2712.2542	9843	8335	8335
1763	2712.1816	26438	8336	8336
1711	2712.175	28134	8337	8337
2220	2712.1724	13840	8338	8338
2018	2712.1548	18555	8339	8339
2011	2712.146	18739	8340	8340
1914	2712.1138	21496	8341	8341
2587	2712.0828	8084	8342	8342
2581	2712.0781	8160	8343	8343
1915	2712.0457	21464	8344	8344
2448	2712.032	9872	8345	8345
2074	2711.9937	17103	8346	8346
3762	2711.9937	1930	8347	8347
2317	2711.9763	11989	8348	8348
2013	2711.9233	18676	8349	8349
2206	2711.9202	14137	8350	8350
2829	2711.8877	5890	8351	8351
2679	2711.8506	7152	8352	8352
1991	2711.7747	19253	8353	8353
2576	2711.7305	8211	8354	8354
3608	2711.7192	2262	8355	8355
1830	2711.7034	24216	8356	8356
2486	2711.677	9349	8357	8357
1861	2711.661	23201	8358	8358
2550	2711.6577	8529	8359	8359
2139	2711.6348	15587	8360	8360
1760	2711.6245	26527	8361	8361
2608	2711.616	7856	8362	8362
1923	2711.5737	21225	8363	8363
2170	2711.5645	14883	8364	8364
1712	2711.5117	28108	8365	8365
1781	2711.5068	25810	8366	8366
2331	2711.5044	11754	8367	8367
2140	2711.487	15564	8368	8368
2829	2711.467	5889	8369	8369
2335	2711.4482	11673	8370	8370
2920	2711.4016	5184	8371	8371
2482	2711.3838	9401	8372	8372
1916	2711.3423	21432	8373	8373
1994	2711.2488	19196	8374	8374
2493	2711.2432	9256	8375	8375
2556	2711.2046	8440	8376	8376
2232	2711.1975	13596	8377	8377
1780	2711.1943	25827	8378	8378
2107	2711.1843	16326	8379	8379
1967	2711.1707	19940	8380	8380
2113	2711.1497	16184	8381	8381
2361	2711.126	11224	8382	8382
1870	2711.0898	22889	8383	8383
1958	2711.0845	20200	8384	8384
2187	2711.0645	14509	8385	8385
2217	2711.0278	13904	8386	8386
1810	2711.0251	24840	8387	8387
2227	2711.0156	13714	8388	8388
2355	2710.9915	11353	8389	8389
1880	2710.9822	22579	8390	8390
1826	2710.9705	24363	8391	8391
1876	2710.9565	22706	8392	8392
1887	2710.9504	22313	8393	8393
2156	2710.8196	15205	8394	8394
2415	2710.7463	10368	8395	8395
2238	2710.7385	13454	8396	8396
1988	2710.6907	19341	8397	8397
2970	2710.6777	4814	8398	8398
2032	2710.6646	18179	8399	8399
2217	2710.6616	13889	8400	8400
2634	2710.6335	7577	8401	8401
1934	2710.6194	20902	8402	8402
2261	2710.598	13009	8403	8403
5276	2710.5916	729	8404	8404
2013	2710.5505	18678	8405	8405
2000	2710.5354	19037	8406	8406
2014	2710.5205	18649	8407	8407
2137	2710.5054	15651	8408	8408
2508	2710.4895	9057	8409	8409
2070	2710.463	17187	8410	8410
2646	2710.4502	7452	8411	8411
2160	2710.3992	15085	8412	8412
2246	2710.3916	13300	8413	8413
2229	2710.3115	13664	8414	8414
2949	2710.3052	4959	8415	8415
2326	2710.2583	11839	8416	8416
2363	2710.2195	11188	8417	8417
2996	2710.2153	4649	8418	8418
2077	2710.1987	17033	8419	8419
2123	2710.1763	15960	8420	8420
1700	2710.166	28508	8421	8421
2215	2710.1135	13946	8422	8422
2409	2710.063	10451	8423	8423
1770	2710.0457	26167	8424	8424
2275	2710.0095	12728	8425	8425
1952	2709.9963	20375	8426	8426
2106	2709.9702	16359	8427	8427
2580	2709.9578	8162	8428	8428
4654	2709.95	1033	8429	8429
2009	2709.9275	18765	8430	8430
2254	2709.918	13156	8431	8431
2205	2709.8713	14156	8432	8432
2437	2709.8464	10029	8433	8433
1690	2709.8164	28854	8434	8434
3451	2709.8137	2677	8435	8435
2483	2709.81	9379	8436	8436
2864	2709.7217	5617	8437	8437
2512	2709.7097	9007	8438	8438
2395	2709.7031	10677	8439	8439
1962	2709.6833	20104	8440	8440
2119	2709.6628	16066	8441	8441
1833	2709.6335	24115	8442	8442
1738	2709.591	27267	8443	8443
2536	2709.5806	8683	8444	8444
2482	2709.5642	9397	8445	8445
1913	2709.5483	21554	8446	8446
3052	2709.5146	4341	8447	8447
2554	2709.4985	8474	8448	8448
3129	2709.4392	3961	8449	8449
2214	2709.4194	13953	8450	8450
2069	2709.3591	17233	8451	8451
2097	2709.353	16553	8452	8452
1890	2709.3372	22219	8453	8453
2053	2709.321	17625	8454	8454
2012	2709.309	18697	8455	8455
2623	2709.3032	7700	8456	8456
2033	2709.2856	18137	8457	8457
2170	2709.2146	14874	8458	8458
3141	2709.1992	3899	8459	8459
2140	2709.188	15579	8460	8460
1900	2709.1624	21912	8461	8461
2485	2709.1304	9360	8462	8462
2009	2709.082	18781	8463	8463
1907	2709.0784	21698	8464	8464
1906	2709.0537	21738	8465	8465
2125	2708.9358	15916	8466	8466
3292	2708.8896	3220	8467	8467
2426	2708.8767	10196	8468	8468
2193	2708.8345	14399	8469	8469
1699	2708.754	28552	8470	8470
2265	2708.708	12934	8471	8471
2189	2708.6914	14479	8472	8472
2131	2708.6643	15790	8473	8473
1641	2708.6426	30592	8474	8474
2072	2708.6348	17152	8475	8475
1894	2708.6099	22089	8476	8476
1893	2708.587	22119	8477	8477
2474	2708.5786	9506	8478	8478
1714	2708.521	28050	8479	8479
2399	2708.5203	10615	8480	8480
2103	2708.5159	16406	8481	8481
2438	2708.5046	10011	8482	8482
2615	2708.4583	7792	8483	8483
1966	2708.4521	19988	8484	8484
2286	2708.441	12526	8485	8485
1922	2708.4282	21263	8486	8486
1526	2708.3943	34470	8487	8487
2102	2708.364	16421	8488	8488
1865	2708.3372	23057	8489	8489
1912	2708.3242	21564	8490	8490
2519	2708.2844	8893	8491	8491
2316	2708.2783	12015	8492	8492
2529	2708.273	8762	8493	8493
1782	2708.27	25772	8494	8494
2180	2708.1504	14664	8495	8495
2375	2708.1035	10985	8496	8496
2148	2708.0884	15378	8497	8497
1840	2708.0542	23841	8498	8498
2337	2708.0305	11655	8499	8499
2230	2707.9473	13646	8500	8500
2008	2707.8584	18806	8501	8501
2481	2707.844	9407	8502	8502
2068	2707.7915	17244	8503	8503
2893	2707.7532	5404	8504	8504
2081	2707.7253	16907	8505	8505
2294	2707.6848	12374	8506	8506
2077	2707.6555	17046	8507	8507
2747	2707.6233	6550	8508	8508
2177	2707.597	14734	8509	8509
2169	2707.5461	14907	8510	8510
2225	2707.5383	13733	8511	8511
2353	2707.5178	11384	8512	8512
2737	2707.4785	6651	8513	8513
2843	2707.4626	5769	8514	8514
1765	2707.4595	26383	8515	8515
2043	2707.44	17863	8516	8516
2012	2707.4111	18686	8517	8517
2667	2707.3862	7257	8518	8518
1814	2707.3643	24742	8519	8519
2234	2707.345	13533	8520	8520
1737	2707.2634	27302	8521	8521
2339	2707.2466	11605	8522	8522
2125	2707.2444	15921	8523	8523
1865	2707.2192	23058	8524	8524
2052	2707.2114	17643	8525	8525
2128	2707.2	15863	8526	8526
1744	2707.187	27085	8527	8527
1772	2707.146	26088	8528	8528
2401	2707.1274	10582	8529	8529
1666	2707.117	29696	8530	8530
1981	2707.0916	19529	8531	8531
2043	2707.0603	17882	8532	8532
2922	2707.0474	5166	8533	8533
1882	2707.026	22505	8534	8534
1948	2707.0176	20499	8535	8535
1820	2706.9502	24551	8536	8536
1893	2706.8733	22136	8537	8537
2209	2706.7983	14078	8538	8538
1679	2706.7725	29260	8539	8539
2178	2706.7424	14724	8540	8540
2956	2706.7292	4918	8541	8541
2180	2706.7239	14665	8542	8542
2131	2706.7163	15770	8543	8543
2209	2706.7039	14084	8544	8544
2577	2706.6926	8203	8545	8545
2190	2706.5923	14445	8546	8546
1941	2706.547	20703	8547	8547
1928	2706.4563	21102	8548	8548
1699	2706.4182	28537	8549	8549
2129	2706.4163	15825	8550	8550
2153	2706.408	15267	8551	8551
2153	2706.3997	15272	8552	8552
1909	2706.3904	21659	8553	8553
2520	2706.3535	8878	8554	8554
2008	2706.3325	18812	8555	8555
2002	2706.328	18960	8556	8556
2888	2706.3005	5444	8557	8557
1764	2706.268	26408	8558	8558
2059	2706.2588	17452	8559	8559
1799	2706.256	25216	8560	8560
1916	2706.24	21457	8561	8561
1952	2706.2195	20381	8562	8562
2070	2706.1763	17201	8563	8563
1952	2706.16	20378	8564	8564
2434	2706.1497	10068	8565	8565
2200	2706.0864	14266	8566	8566
2132	2706.059	15759	8567	8567
1846	2706.0532	23655	8568	8568
1921	2706.0107	21293	8569	8569
1892	2705.9841	22168	8570	8570
2550	2705.981	8533	8571	8571
1957	2705.9724	20229	8572	8572
1994	2705.9702	19213	8573	8573
2957	2705.9333	4909	8574	8574
2791	2705.932	6180	8575	8575
2258	2705.9211	13071	8576	8576
3144	2705.873	3882	8577	8577
2289	2705.8672	12468	8578	8578
1930	2705.8625	21047	8579	8579
2227	2705.8179	13704	8580	8580
1956	2705.7961	20261	8581	8581
2127	2705.7117	15886	8582	8582
2461	2705.6965	9680	8583	8583
2431	2705.6206	10113	8584	8584
2136	2705.5786	15663	8585	8585
1896	2705.5637	22040	8586	8586
2380	2705.5073	10907	8587	8587
2180	2705.486	14674	8588	8588
2098	2705.4702	16540	8589	8589
1899	2705.437	21942	8590	8590
2460	2705.4202	9699	8591	8591
1806	2705.3796	24996	8592	8592
2209	2705.3005	14091	8593	8593
2278	2705.2634	12674	8594	8594
2178	2705.249	14709	8595	8595
2513	2705.2285	8992	8596	8596
2005	2705.209	18887	8597	8597
2081	2705.201	16914	8598	8598
2260	2705.1587	13040	8599	8599
1901	2705.1316	21883	8600	8600
2163	2705.109	15027	8601	8601
2231	2705.0159	13638	8602	8602
2196	2704.9827	14337	8603	8603
2242	2704.9817	13388	8604	8604
1832	2704.9797	24149	8605	8605
1803	2704.9634	25075	8606	8606
2328	2704.951	11806	8607	8607
2004	2704.9048	18924	8608	8608
1972	2704.9045	19786	8609	8609
2424	2704.8901	10232	8610	8610
1802	2704.879	25127	8611	8611
2457	2704.8606	9743	8612	8612
2558	2704.835	8418	8613	8613
1973	2704.8137	19756	8614	8614
1820	2704.8022	24554	8615	8615
2016	2704.7734	18605	8616	8616
1821	2704.773	24517	8617	8617
2405	2704.7676	10507	8618	8618
2486	2704.7615	9347	8619	8619
1922	2704.7588	21249	8620	8620
2511	2704.728	9026	8621	8621
1725	2704.694	27682	8622	8622
1999	2704.6917	19047	8623	8623
1724	2704.6848	27712	8624	8624
2384	2704.6736	10851	8625	8625
1753	2704.5762	26760	8626	8626
2138	2704.5615	15634	8627	8627
2421	2704.558	10281	8628	8628
1674	2704.543	29433	8629	8629
1994	2704.5427	19209	8630	8630
2398	2704.535	10624	8631	8631
2327	2704.4797	11819	8632	8632
1885	2704.4587	22399	8633	8633
1902	2704.4302	21858	8634	8634
1981	2704.3894	19524	8635	8635
2328	2704.3694	11796	8636	8636
1794	2704.3533	25390	8637	8637
2466	2704.3313	9594	8638	8638
1925	2704.287	21178	8639	8639
1967	2704.286	19962	8640	8640
2033	2704.2568	18151	8641	8641
1825	2704.2212	24395	8642	8642
2039	2704.1917	17998	8643	8643
2004	2704.183	18917	8644	8644
2523	2704.1755	8846	8645	8645
2550	2704.1729	8531	8646	8646
1734	2704.1536	27394	8647	8647
2506	2704.1348	9085	8648	8648
2391	2704.13	10735	8649	8649
2939	2704.1174	5037	8650	8650
1761	2704.0125	26521	8651	8651
2242	2703.9966	13382	8652	8652
1758	2703.9404	26608	8653	8653
2429	2703.9104	10148	8654	8654
2354	2703.87	11379	8655	8655
2313	2703.8464	12064	8656	8656
2298	2703.8408	12303	8657	8657
2513	2703.8022	8982	8658	8658
1773	2703.799	26041	8659	8659
2207	2703.7969	14118	8660	8660
2037	2703.7725	18043	8661	8661
1995	2703.7678	19193	8662	8662
2503	2703.7473	9124	8663	8663
2107	2703.729	16323	8664	8664
3123	2703.7046	3987	8665	8665
1972	2703.7014	19797	8666	8666
2424	2703.698	10237	8667	8667
1635	2703.6006	30784	8668	8668
2715	2703.5989	6843	8669	8669
2575	2703.5896	8218	8670	8670
2543	2703.555	8606	8671	8671
2182	2703.5493	14609	8672	8672
3231	2703.5488	3487	8673	8673
2270	2703.5386	12841	8674	8674
2121	2703.5134	16016	8675	8675
2824	2703.5007	5926	8676	8676
2267	2703.4905	12910	8677	8677
2737	2703.4875	6652	8678	8678
2694	2703.464	7013	8679	8679
2277	2703.4348	12696	8680	8680
2244	2703.4177	13355	8681	8681
2004	2703.402	18926	8682	8682
1878	2703.3623	22633	8683	8683
2068	2703.3596	17250	8684	8684
2446	2703.2327	9888	8685	8685
2277	2703.2283	12705	8686	8686
2085	2703.2224	16832	8687	8687
1953	2703.1726	20348	8688	8688
2210	2703.153	14053	8689	8689
4671	2703.1494	1025	8690	8690
2079	2703.1272	16974	8691	8691
2380	2703.1057	10912	8692	8692
3468	2703.0918	2635	8693	8693
2689	2703.0537	7055	8694	8694
2345	2702.9905	11535	8695	8695
2228	2702.9763	13680	8696	8696
2871	2702.9185	5553	8697	8697
2262	2702.9182	12985	8698	8698
1522	2702.8796	34589	8699	8699
2614	2702.8772	7796	8700	8700
1718	2702.8564	27919	8701	8701
2697	2702.7708	6989	8702	8702
2576	2702.7227	8204	8703	8703
2285	2702.6865	12550	8704	8704
2297	2702.6506	12306	8705	8705
2598	2702.6445	7983	8706	8706
1769	2702.6443	26205	8707	8707
1766	2702.6423	26322	8708	8708
1736	2702.6345	27327	8709	8709
2172	2702.6006	14845	8710	8710
3104	2702.5898	4082	8711	8711
2329	2702.5544	11785	8712	8712
1942	2702.5093	20686	8713	8713
1915	2702.5066	21477	8714	8714
2030	2702.4392	18239	8715	8715
2125	2702.4373	15923	8716	8716
2171	2702.4075	14859	8717	8717
2128	2702.3843	15852	8718	8718
2104	2702.3752	16385	8719	8719
1915	2702.3281	21460	8720	8720
2326	2702.3247	11836	8721	8721
2171	2702.3127	14863	8722	8722
2168	2702.2698	14934	8723	8723
2059	2702.2695	17471	8724	8724
1791	2702.2566	25470	8725	8725
2032	2702.2566	18178	8726	8726
2196	2702.2554	14336	8727	8727
2627	2702.2441	7655	8728	8728
2252	2702.2402	13185	8729	8729
1839	2702.2278	23868	8730	8730
1950	2702.2188	20452	8731	8731
2818	2702.194	5967	8732	8732
2308	2702.1853	12140	8733	8733
2260	2702.1365	13047	8734	8734
2350	2702.1204	11429	8735	8735
1932	2702.0874	20976	8736	8736
2335	2702.0806	11689	8737	8737
2416	2702.0762	10364	8738	8738
1754	2702.0618	26754	8739	8739
2014	2702.0369	18662	8740	8740
2056	2702.029	17531	8741	8741
2146	2702.0256	15435	8742	8742
1933	2702.013	20931	8743	8743
2213	2701.9983	13978	8744	8744
2110	2701.9482	16260	8745	8745
3909	2701.938	1710	8746	8746
